Caller,Callee
jtransform_execute_transform,do_drop
jtransform_execute_transform,do_reflect
jtransform_execute_transform,do_flatten
jtransform_execute_transform,do_wipe
do_crop_ext_reflect,jcopy_block_row
do_crop_ext_flat,jcopy_block_row
do_crop_ext_zero,jcopy_block_row
do_crop,jcopy_block_row
do_flip_h,jcopy_block_row
do_flip_h_no_crop,jcopy_block_row
do_flip_v,jcopy_block_row
do_rot_180,jcopy_block_row
do_drop,jcopy_block_row
jcopy_markers_execute,jpeg_write_marker
jpeg_mem_dest_tj,malloc
empty_mem_output_buffer,malloc
empty_mem_output_buffer,free
start_input_bmp,fread
start_input_bmp,read_byte
start_input_bmp,read_colormap
jpeg_set_linear_quality,jpeg_add_quant_table
jpeg_set_quality,jpeg_quality_scaling
jpeg_set_quality,jpeg_set_linear_quality
jpeg_set_defaults,jpeg_default_colorspace
jpeg_set_defaults,jpeg_set_quality
jpeg_set_defaults,std_huff_tables
std_huff_tables,add_huff_table
jpeg_default_colorspace,jpeg_set_colorspace
jpeg_simple_progression,fill_scans
jpeg_simple_progression,fill_dc_scans
jpeg_simple_progression,fill_a_scan
fill_dc_scans,fill_scans
start_input_ppm,getc
start_input_ppm,read_pbm_integer
read_pbm_integer,pbm_getc
get_text_gray_row,read_pbm_integer
get_text_gray_rgb_row,read_pbm_integer
get_text_gray_cmyk_row,read_pbm_integer
get_text_rgb_row,read_pbm_integer
get_text_rgb_cmyk_row,read_pbm_integer
get_word_gray_row,fread
get_raw_row,fread
get_scaled_gray_row,fread
get_gray_rgb_row,fread
get_gray_cmyk_row,fread
get_word_rgb_row,fread
get_rgb_row,fread
get_rgb_cmyk_row,fread
pbm_getc,getc
start_output_bmp,write_os2_header
start_output_bmp,write_bmp_header
finish_output_bmp,write_os2_header
finish_output_bmp,write_bmp_header
finish_output_bmp,ferror
finish_output_bmp,fwrite
finish_output_bmp,fflush
put_gray_rows,fwrite
put_pixel_rows,fwrite
write_os2_header,fwrite
write_os2_header,write_colormap
write_bmp_header,fwrite
write_bmp_header,write_colormap
write_colormap,putc
jpeg_start_decompress,output_pass_setup
jpeg_crop_scanline,jdiv_round_up
jpeg_skip_scanlines,increment_simple_rowgroup_ctr
jpeg_skip_scanlines,read_and_discard_scanlines
jpeg_skip_scanlines,start_iMCU_row.187
jpeg_skip_scanlines,set_wraparound_pointers
read_and_discard_scanlines,jpeg_read_scanlines
increment_simple_rowgroup_ctr,read_and_discard_scanlines
start_output_ppm,fprintf
finish_output_ppm,fflush
finish_output_ppm,ferror
put_rgb,fwrite
h2v2_upsample,jcopy_sample_rows
int_upsample,jcopy_sample_rows
jpeg_read_coefficients,transdecode_master_selection
transdecode_master_selection,jinit_huff_decoder
error_exit,exit
output_message,fprintf
format_message,sprintf
jinit_1pass_quantizer,alloc_fs_workspace
jinit_1pass_quantizer,create_colorindex
jinit_1pass_quantizer,create_colormap
start_pass_1_quant,create_colorindex
start_pass_1_quant,create_odither_tables
start_pass_1_quant,alloc_fs_workspace
start_pass_1_quant,jzero_far
create_colormap,select_ncolors
create_colormap,output_value
create_colorindex,largest_input_value
quantize_ord_dither,jzero_far
create_odither_tables,make_odither_array
quantize_fs_dither,jzero_far
jinit_2pass_quantizer,init_error_limit
start_pass_2_quant,jzero_far
start_pass_2_quant,init_error_limit
prepare_for_pass,select_scan_parameters
prepare_for_pass,per_scan_setup
initial_setup,jdiv_round_up
per_scan_setup,jdiv_round_up
jinit_memory_mgr,__isoc99_sscanf
jinit_memory_mgr,getenv
alloc_small,out_of_memory
alloc_small,round_up_pow2
alloc_large,out_of_memory
alloc_large,round_up_pow2
alloc_sarray,out_of_memory
alloc_sarray,round_up_pow2
alloc_sarray,alloc_small
alloc_sarray,alloc_large
alloc_barray,alloc_small
alloc_barray,alloc_large
request_virt_sarray,alloc_small
request_virt_barray,alloc_small
realize_virt_arrays,out_of_memory
realize_virt_arrays,alloc_barray
realize_virt_arrays,alloc_sarray
access_virt_sarray,jzero_far
access_virt_sarray,do_sarray_io
access_virt_barray,jzero_far
access_virt_barray,do_barray_io
self_destruct,free_pool
jpeg_get_small,malloc
jpeg_free_small,free
jpeg_get_large,malloc
jpeg_free_large,free
finish_pass,emit_byte.378
start_pass_phuff,jsimd_can_encode_mcu_AC_first_prepare
start_pass_phuff,jsimd_can_encode_mcu_AC_refine_prepare
encode_mcu_DC_first,emit_restart
encode_mcu_DC_first,emit_symbol
encode_mcu_DC_first,emit_bits
encode_mcu_AC_first,emit_restart
encode_mcu_AC_first,emit_eobrun
encode_mcu_AC_first,emit_symbol
encode_mcu_AC_first,emit_bits
encode_mcu_DC_refine,emit_restart
encode_mcu_DC_refine,emit_bits
encode_mcu_AC_refine,emit_restart
encode_mcu_AC_refine,emit_eobrun
encode_mcu_AC_refine,emit_symbol
encode_mcu_AC_refine,emit_buffered_bits
encode_mcu_AC_refine,emit_bits
finish_pass_gather_phuff,emit_eobrun
finish_pass_phuff,emit_eobrun
finish_pass_phuff,flush_bits
emit_eobrun,emit_symbol
emit_eobrun,emit_bits
emit_eobrun,emit_buffered_bits
flush_bits,emit_bits
emit_bits,dump_buffer
emit_symbol,emit_bits
emit_buffered_bits,emit_bits
emit_restart,emit_eobrun
emit_restart,flush_bits
emit_restart,dump_buffer
jinit_c_prep_controller,create_context_buffer
pre_process_context,jcopy_sample_rows
pre_process_context,expand_bottom_edge
pre_process_data,expand_bottom_edge
expand_bottom_edge,jcopy_sample_rows
jinit_downsampler,jsimd_can_h2v2_downsample
jinit_downsampler,jsimd_can_h2v1_downsample
fullsize_smooth_downsample,expand_right_edge
fullsize_downsample,jcopy_sample_rows
fullsize_downsample,expand_right_edge
h2v1_downsample,expand_right_edge
h2v2_smooth_downsample,expand_right_edge
h2v2_downsample,expand_right_edge
int_downsample,expand_right_edge
jpeg_write_coefficients,jpeg_suppress_tables
jpeg_write_coefficients,transencode_master_selection
transencode_master_selection,transencode_coef_controller
transencode_master_selection,jinit_huff_encoder
transencode_coef_controller,jzero_far
start_pass_coef,start_iMCU_row
compress_output,start_iMCU_row
jpeg_copy_critical_parameters,jpeg_set_defaults
jpeg_copy_critical_parameters,jpeg_set_colorspace
jpeg_read_header,jpeg_consume_input
jpeg_consume_input,default_decompress_parms
compute_reciprocal,flss
start_pass_huff,jsimd_can_huff_encode_one_block
start_pass_huff,jpeg_make_c_derived_tbl
encode_mcu_gather,htest_one_block
finish_pass_gather,jpeg_gen_optimal_table
encode_mcu_huff,emit_restart.455
encode_mcu_huff,encode_one_block_simd
encode_mcu_huff,encode_one_block
finish_pass_huff,flush_bits.453
flush_bits.453,dump_buffer.454
emit_restart.455,flush_bits.453
emit_restart.455,dump_buffer.454
encode_one_block_simd,jsimd_huff_encode_one_block
encode_one_block_simd,dump_buffer.454
jpeg_start_output,output_pass_setup
consume_markers,initial_setup.193
consume_markers,start_input_pass
start_input_pass,per_scan_setup.192
start_input_pass,latch_quant_tables
per_scan_setup.192,jdiv_round_up
initial_setup.193,jdiv_round_up
jpeg_resync_to_restart,next_marker
jinit_marker_reader,reset_marker_reader
read_markers,first_marker
read_markers,next_marker
read_markers,get_soi
read_markers,get_sof
read_markers,skip_variable
read_markers,get_dri
read_markers,get_dqt
read_markers,get_sos
read_markers,get_dht
read_markers,get_dac
read_restart_marker,next_marker
get_interesting_appn,examine_app14
get_interesting_appn,examine_app0
save_marker,examine_app14
save_marker,examine_app0
jpeg_calc_output_dimensions,jpeg_core_output_dimensions
jpeg_calc_output_dimensions,jdiv_round_up
jpeg_calc_output_dimensions,use_merged_upsample
jpeg_core_output_dimensions,jdiv_round_up
jinit_master_decompress,master_selection
master_selection,jpeg_calc_output_dimensions
master_selection,prepare_range_limit_table
master_selection,use_merged_upsample
master_selection,jinit_phuff_decoder
master_selection,jinit_1pass_quantizer
master_selection,jinit_2pass_quantizer
master_selection,jinit_merged_upsampler
master_selection,jinit_color_deconverter
master_selection,jinit_arith_decoder
master_selection,jinit_inverse_dct
jinit_merged_upsampler,jsimd_can_h2v2_merged_upsample
jinit_merged_upsampler,build_ycc_rgb_table
jinit_merged_upsampler,jsimd_can_h2v1_merged_upsample
merged_2v_upsample,jcopy_sample_rows
decode_mcu_DC_first,process_restart
decode_mcu_AC_first,process_restart
decode_mcu_DC_refine,process_restart
decode_mcu_AC_refine,process_restart
jinit_d_post_controller,jround_up
jinit_upsampler,jround_up
jinit_upsampler,jsimd_can_h2v1_fancy_upsample
jinit_upsampler,jsimd_can_h2v1_upsample
jinit_upsampler,jsimd_can_h2v2_fancy_upsample
jinit_upsampler,jsimd_can_h2v2_upsample
finish_pass1,select_colors
pass2_fs_dither,fill_inverse_cmap
pass2_no_dither,fill_inverse_cmap
fill_inverse_cmap,find_nearby_colors
fill_inverse_cmap,find_best_colors
select_colors,update_box
select_colors,median_cut
select_colors,compute_color
median_cut,find_biggest_color_pop
median_cut,find_biggest_volume
median_cut,update_box
jinit_c_coef_controller,jround_up
start_pass_coef.442,start_iMCU_row.443
compress_data,jzero_far
compress_data,start_iMCU_row.443
compress_first_pass,compress_output.444
compress_first_pass,jzero_far
compress_output.444,start_iMCU_row.443
jinit_forward_dct,jsimd_can_fdct_islow
jinit_forward_dct,jsimd_can_fdct_ifast
jinit_forward_dct,jsimd_can_fdct_float
jinit_forward_dct,jsimd_can_quantize_float
jinit_forward_dct,jsimd_can_convsamp
jinit_forward_dct,jsimd_can_quantize
jinit_forward_dct,jsimd_can_convsamp_float
start_pass_fdctmgr,compute_reciprocal
encode_one_block,dump_buffer.454
jinit_d_coef_controller,jround_up
start_input_pass.459,start_iMCU_row.460
start_output_pass,smoothing_ok
consume_data,start_iMCU_row.460
decompress_onepass,jzero_far
decompress_onepass,start_iMCU_row.460
decompress_smooth_data,jcopy_block_row
jinit_color_deconverter,build_ycc_rgb_table.466
jinit_color_deconverter,jsimd_can_ycc_rgb565
jinit_color_deconverter,jsimd_can_ycc_rgb
jinit_color_deconverter,build_rgb_y_table
grayscale_convert.463,jcopy_sample_rows
start_pass.475,jsimd_can_idct_2x2
start_pass.475,jsimd_can_idct_4x4
start_pass.475,jsimd_can_idct_islow
start_pass.475,jsimd_can_idct_ifast
start_pass.475,jsimd_can_idct_float
jpeg_huff_decode,jpeg_fill_bit_buffer
jinit_huff_decoder,std_huff_tables.484
std_huff_tables.484,add_huff_table.489
start_pass_huff_decoder,jpeg_make_d_derived_tbl
decode_mcu.485,process_restart.486
decode_mcu.485,decode_mcu_fast
decode_mcu.485,decode_mcu_slow
decode_mcu_slow,jpeg_fill_bit_buffer
decode_mcu_slow,jpeg_huff_decode
jinit_d_main_controller,alloc_funny_pointers
start_pass_main.498,make_funny_pointers
process_data_context_main,set_wraparound_pointers.500
process_data_context_main,set_bottom_pointers
